occupancy_id,facility_id,facility_name,category,terminal,timestamp,occupancy_count,capacity,occupancy_ratio,crowd_level
OCC003744,FAC0059,Gate 205,boarding_gate,T2,2026-06-23 23:00:00,33,60,0.56,medium
OCC003745,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 00:00:00,12,60,0.19,low
OCC003746,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 01:00:00,20,60,0.33,low
OCC003747,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 02:00:00,16,60,0.27,low
OCC003748,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 03:00:00,14,60,0.24,low
OCC003749,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 04:00:00,24,60,0.39,low
OCC003750,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 05:00:00,32,60,0.54,medium
OCC003751,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 06:00:00,31,60,0.52,medium
OCC003752,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 07:00:00,34,60,0.56,medium
OCC003753,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 08:00:00,38,60,0.63,medium
OCC003754,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 09:00:00,36,60,0.61,medium
OCC003755,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 10:00:00,34,60,0.57,medium
OCC003756,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 11:00:00,25,60,0.42,medium
OCC003757,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 12:00:00,16,60,0.26,low
OCC003758,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 13:00:00,20,60,0.33,low
OCC003759,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 14:00:00,19,60,0.32,low
OCC003760,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 15:00:00,23,60,0.38,low
OCC003761,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 16:00:00,38,60,0.63,medium
OCC003762,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 17:00:00,33,60,0.55,medium
OCC003763,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 18:00:00,38,60,0.64,medium
OCC003764,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 19:00:00,41,60,0.69,medium
OCC003765,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 20:00:00,33,60,0.54,medium
OCC003766,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 21:00:00,24,60,0.4,medium
OCC003767,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 22:00:00,14,60,0.23,low
OCC003768,FAC0060,Gate 206,boarding_gate,T2,2026-06-21 23:00:00,23,60,0.38,low
OCC003769,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 00:00:00,16,60,0.26,low
OCC003770,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 01:00:00,17,60,0.28,low
OCC003771,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 02:00:00,20,60,0.33,low
OCC003772,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 03:00:00,17,60,0.28,low
OCC003773,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 04:00:00,25,60,0.42,medium
OCC003774,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 05:00:00,21,60,0.35,low
OCC003775,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 06:00:00,31,60,0.51,medium
OCC003776,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 07:00:00,35,60,0.59,medium
OCC003777,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 08:00:00,38,60,0.63,medium
OCC003778,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 09:00:00,43,60,0.71,medium
OCC003779,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 10:00:00,42,60,0.7,medium
OCC003780,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 11:00:00,34,60,0.56,medium
OCC003781,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 12:00:00,17,60,0.28,low
OCC003782,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 13:00:00,17,60,0.28,low
OCC003783,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 14:00:00,18,60,0.3,low
OCC003784,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 15:00:00,22,60,0.36,low
OCC003785,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 16:00:00,26,60,0.44,medium
OCC003786,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 17:00:00,48,60,0.8,high
OCC003787,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 18:00:00,44,60,0.74,medium
OCC003788,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 19:00:00,36,60,0.59,medium
OCC003789,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 20:00:00,37,60,0.62,medium
OCC003790,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 21:00:00,23,60,0.38,low
OCC003791,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 22:00:00,18,60,0.3,low
OCC003792,FAC0060,Gate 206,boarding_gate,T2,2026-06-22 23:00:00,18,60,0.3,low
OCC003793,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 00:00:00,16,60,0.27,low
OCC003794,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 01:00:00,16,60,0.27,low
OCC003795,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 02:00:00,14,60,0.23,low
OCC003796,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 03:00:00,15,60,0.25,low
OCC003797,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 04:00:00,21,60,0.35,low
OCC003798,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 05:00:00,30,60,0.5,medium
OCC003799,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 06:00:00,29,60,0.49,medium
OCC003800,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 07:00:00,35,60,0.59,medium
OCC003801,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 08:00:00,49,60,0.81,high
OCC003802,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 09:00:00,36,60,0.61,medium
OCC003803,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 10:00:00,32,60,0.54,medium
OCC003804,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 11:00:00,25,60,0.41,medium
OCC003805,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 12:00:00,21,60,0.36,low
OCC003806,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 13:00:00,18,60,0.31,low
OCC003807,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 14:00:00,26,60,0.43,medium
OCC003808,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 15:00:00,26,60,0.44,medium
OCC003809,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 16:00:00,34,60,0.57,medium
OCC003810,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 17:00:00,43,60,0.72,medium
OCC003811,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 18:00:00,53,60,0.88,high
OCC003812,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 19:00:00,46,60,0.77,high
OCC003813,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 20:00:00,34,60,0.57,medium
OCC003814,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 21:00:00,28,60,0.46,medium
OCC003815,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 22:00:00,23,60,0.39,low
OCC003816,FAC0060,Gate 206,boarding_gate,T2,2026-06-23 23:00:00,17,60,0.29,low
OCC003817,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 00:00:00,27,60,0.44,medium
OCC003818,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 01:00:00,27,60,0.44,medium
OCC003819,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 02:00:00,31,60,0.51,medium
OCC003820,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 03:00:00,26,60,0.44,medium
OCC003821,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 04:00:00,32,60,0.53,medium
OCC003822,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 05:00:00,34,60,0.57,medium
OCC003823,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 06:00:00,46,60,0.77,high
OCC003824,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 07:00:00,45,60,0.75,high
OCC003825,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 08:00:00,54,60,0.91,high
OCC003826,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 09:00:00,54,60,0.9,high
OCC003827,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 10:00:00,49,60,0.81,high
OCC003828,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 11:00:00,40,60,0.66,medium
OCC003829,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 12:00:00,31,60,0.51,medium
OCC003830,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 13:00:00,28,60,0.46,medium
OCC003831,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 14:00:00,34,60,0.57,medium
OCC003832,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 15:00:00,42,60,0.71,medium
OCC003833,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 16:00:00,46,60,0.76,high
OCC003834,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 17:00:00,45,60,0.75,high
OCC003835,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 18:00:00,59,60,0.99,high
OCC003836,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 19:00:00,47,60,0.78,high
OCC003837,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 20:00:00,33,60,0.55,medium
OCC003838,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 21:00:00,38,60,0.63,medium
OCC003839,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 22:00:00,32,60,0.53,medium
OCC003840,FAC0061,Gate 207,boarding_gate,T2,2026-06-21 23:00:00,30,60,0.51,medium
OCC003841,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 00:00:00,30,60,0.49,medium
OCC003842,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 01:00:00,31,60,0.51,medium
OCC003843,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 02:00:00,32,60,0.54,medium
OCC003844,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 03:00:00,22,60,0.37,low
OCC003845,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 04:00:00,35,60,0.58,medium
OCC003846,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 05:00:00,41,60,0.68,medium
OCC003847,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 06:00:00,37,60,0.62,medium
OCC003848,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 07:00:00,49,60,0.81,high
OCC003849,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 08:00:00,58,60,0.97,high
OCC003850,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 09:00:00,51,60,0.86,high
OCC003851,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 10:00:00,44,60,0.73,medium
OCC003852,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 11:00:00,40,60,0.66,medium
OCC003853,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 12:00:00,34,60,0.57,medium
OCC003854,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 13:00:00,31,60,0.52,medium
OCC003855,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 14:00:00,35,60,0.59,medium
OCC003856,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 15:00:00,39,60,0.66,medium
OCC003857,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 16:00:00,43,60,0.72,medium
OCC003858,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 17:00:00,44,60,0.74,medium
OCC003859,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 18:00:00,48,60,0.8,high
OCC003860,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 19:00:00,58,60,0.96,high
OCC003861,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 20:00:00,43,60,0.71,medium
OCC003862,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 21:00:00,38,60,0.64,medium
OCC003863,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 22:00:00,32,60,0.54,medium
OCC003864,FAC0061,Gate 207,boarding_gate,T2,2026-06-22 23:00:00,35,60,0.59,medium
OCC003865,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 00:00:00,27,60,0.45,medium
OCC003866,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 01:00:00,25,60,0.41,medium
OCC003867,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 02:00:00,23,60,0.38,low
OCC003868,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 03:00:00,27,60,0.46,medium
OCC003869,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 04:00:00,30,60,0.5,medium
OCC003870,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 05:00:00,34,60,0.57,medium
OCC003871,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 06:00:00,44,60,0.74,medium
OCC003872,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 07:00:00,54,60,0.91,high
OCC003873,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 08:00:00,52,60,0.87,high
OCC003874,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 09:00:00,50,60,0.84,high
OCC003875,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 10:00:00,41,60,0.68,medium
OCC003876,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 11:00:00,39,60,0.66,medium
OCC003877,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 12:00:00,32,60,0.54,medium
OCC003878,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 13:00:00,29,60,0.48,medium
OCC003879,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 14:00:00,37,60,0.62,medium
OCC003880,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 15:00:00,36,60,0.6,medium
OCC003881,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 16:00:00,39,60,0.65,medium
OCC003882,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 17:00:00,50,60,0.83,high
OCC003883,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 18:00:00,48,60,0.79,high
OCC003884,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 19:00:00,45,60,0.75,medium
OCC003885,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 20:00:00,33,60,0.56,medium
OCC003886,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 21:00:00,36,60,0.59,medium
OCC003887,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 22:00:00,22,60,0.37,low
OCC003888,FAC0061,Gate 207,boarding_gate,T2,2026-06-23 23:00:00,28,60,0.46,medium
OCC003889,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 00:00:00,32,60,0.53,medium
OCC003890,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 01:00:00,35,60,0.59,medium
OCC003891,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 02:00:00,35,60,0.59,medium
OCC003892,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 03:00:00,34,60,0.57,medium
OCC003893,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 04:00:00,40,60,0.67,medium
OCC003894,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 05:00:00,37,60,0.62,medium
OCC003895,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 06:00:00,54,60,0.89,high
OCC003896,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 07:00:00,59,60,0.99,high
OCC003897,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 08:00:00,59,60,0.99,high
OCC003898,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 09:00:00,49,60,0.82,high
OCC003899,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 10:00:00,54,60,0.89,high
OCC003900,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 11:00:00,46,60,0.76,high
OCC003901,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 12:00:00,38,60,0.64,medium
OCC003902,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 13:00:00,40,60,0.66,medium
OCC003903,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 14:00:00,39,60,0.66,medium
OCC003904,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 15:00:00,34,60,0.56,medium
OCC003905,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 16:00:00,50,60,0.83,high
OCC003906,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 17:00:00,50,60,0.83,high
OCC003907,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 18:00:00,50,60,0.83,high
OCC003908,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 19:00:00,45,60,0.75,medium
OCC003909,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 20:00:00,42,60,0.7,medium
OCC003910,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 21:00:00,36,60,0.61,medium
OCC003911,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 22:00:00,44,60,0.74,medium
OCC003912,FAC0062,Gate 208,boarding_gate,T2,2026-06-21 23:00:00,34,60,0.57,medium
OCC003913,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 00:00:00,34,60,0.56,medium
OCC003914,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 01:00:00,29,60,0.49,medium
OCC003915,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 02:00:00,27,60,0.45,medium
OCC003916,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 03:00:00,33,60,0.56,medium
OCC003917,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 04:00:00,37,60,0.61,medium
OCC003918,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 05:00:00,41,60,0.68,medium
OCC003919,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 06:00:00,52,60,0.87,high
OCC003920,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 07:00:00,59,60,0.99,high
OCC003921,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 08:00:00,59,60,0.99,high
OCC003922,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 09:00:00,58,60,0.96,high
OCC003923,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 10:00:00,47,60,0.79,high
OCC003924,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 11:00:00,46,60,0.77,high
OCC003925,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 12:00:00,41,60,0.69,medium
OCC003926,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 13:00:00,36,60,0.59,medium
OCC003927,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 14:00:00,40,60,0.66,medium
OCC003928,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 15:00:00,39,60,0.65,medium
OCC003929,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 16:00:00,52,60,0.86,high
OCC003930,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 17:00:00,47,60,0.79,high
OCC003931,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 18:00:00,49,60,0.82,high
OCC003932,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 19:00:00,59,60,0.98,high
OCC003933,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 20:00:00,49,60,0.82,high
OCC003934,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 21:00:00,44,60,0.73,medium
OCC003935,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 22:00:00,35,60,0.58,medium
OCC003936,FAC0062,Gate 208,boarding_gate,T2,2026-06-22 23:00:00,35,60,0.59,medium
OCC003937,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 00:00:00,28,60,0.46,medium
OCC003938,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 01:00:00,31,60,0.52,medium
OCC003939,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 02:00:00,33,60,0.55,medium
OCC003940,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 03:00:00,34,60,0.57,medium
OCC003941,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 04:00:00,42,60,0.69,medium
OCC003942,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 05:00:00,40,60,0.67,medium
OCC003943,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 06:00:00,52,60,0.86,high
OCC003944,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 07:00:00,59,60,0.98,high
OCC003945,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 08:00:00,51,60,0.85,high
OCC003946,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 09:00:00,53,60,0.89,high
OCC003947,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 10:00:00,48,60,0.8,high
OCC003948,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 11:00:00,43,60,0.72,medium
OCC003949,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 12:00:00,37,60,0.61,medium
OCC003950,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 13:00:00,34,60,0.57,medium
OCC003951,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 14:00:00,35,60,0.59,medium
OCC003952,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 15:00:00,45,60,0.75,high
OCC003953,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 16:00:00,46,60,0.77,high
OCC003954,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 17:00:00,59,60,0.99,high
OCC003955,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 18:00:00,59,60,0.99,high
OCC003956,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 19:00:00,56,60,0.93,high
OCC003957,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 20:00:00,42,60,0.7,medium
OCC003958,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 21:00:00,45,60,0.75,medium
OCC003959,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 22:00:00,40,60,0.66,medium
OCC003960,FAC0062,Gate 208,boarding_gate,T2,2026-06-23 23:00:00,31,60,0.52,medium
OCC003961,FAC0063,Restroom 1,restroom,T2,2026-06-21 00:00:00,8,20,0.38,low
OCC003962,FAC0063,Restroom 1,restroom,T2,2026-06-21 01:00:00,9,20,0.45,medium
OCC003963,FAC0063,Restroom 1,restroom,T2,2026-06-21 02:00:00,9,20,0.47,medium
OCC003964,FAC0063,Restroom 1,restroom,T2,2026-06-21 03:00:00,8,20,0.39,low
OCC003965,FAC0063,Restroom 1,restroom,T2,2026-06-21 04:00:00,9,20,0.47,medium
OCC003966,FAC0063,Restroom 1,restroom,T2,2026-06-21 05:00:00,11,20,0.53,medium
OCC003967,FAC0063,Restroom 1,restroom,T2,2026-06-21 06:00:00,13,20,0.64,medium
OCC003968,FAC0063,Restroom 1,restroom,T2,2026-06-21 07:00:00,19,20,0.97,high
OCC003969,FAC0063,Restroom 1,restroom,T2,2026-06-21 08:00:00,17,20,0.85,high
OCC003970,FAC0063,Restroom 1,restroom,T2,2026-06-21 09:00:00,15,20,0.75,high
OCC003971,FAC0063,Restroom 1,restroom,T2,2026-06-21 10:00:00,16,20,0.79,high
OCC003972,FAC0063,Restroom 1,restroom,T2,2026-06-21 11:00:00,14,20,0.7,medium
OCC003973,FAC0063,Restroom 1,restroom,T2,2026-06-21 12:00:00,10,20,0.51,medium
OCC003974,FAC0063,Restroom 1,restroom,T2,2026-06-21 13:00:00,9,20,0.47,medium
OCC003975,FAC0063,Restroom 1,restroom,T2,2026-06-21 14:00:00,9,20,0.43,medium
OCC003976,FAC0063,Restroom 1,restroom,T2,2026-06-21 15:00:00,10,20,0.52,medium
OCC003977,FAC0063,Restroom 1,restroom,T2,2026-06-21 16:00:00,13,20,0.63,medium
OCC003978,FAC0063,Restroom 1,restroom,T2,2026-06-21 17:00:00,18,20,0.88,high
OCC003979,FAC0063,Restroom 1,restroom,T2,2026-06-21 18:00:00,17,20,0.85,high
OCC003980,FAC0063,Restroom 1,restroom,T2,2026-06-21 19:00:00,17,20,0.87,high
OCC003981,FAC0063,Restroom 1,restroom,T2,2026-06-21 20:00:00,16,20,0.79,high
OCC003982,FAC0063,Restroom 1,restroom,T2,2026-06-21 21:00:00,12,20,0.61,medium
OCC003983,FAC0063,Restroom 1,restroom,T2,2026-06-21 22:00:00,10,20,0.52,medium
OCC003984,FAC0063,Restroom 1,restroom,T2,2026-06-21 23:00:00,8,20,0.42,medium
OCC003985,FAC0063,Restroom 1,restroom,T2,2026-06-22 00:00:00,8,20,0.41,medium
OCC003986,FAC0063,Restroom 1,restroom,T2,2026-06-22 01:00:00,6,20,0.32,low
OCC003987,FAC0063,Restroom 1,restroom,T2,2026-06-22 02:00:00,8,20,0.4,medium
OCC003988,FAC0063,Restroom 1,restroom,T2,2026-06-22 03:00:00,9,20,0.45,medium
OCC003989,FAC0063,Restroom 1,restroom,T2,2026-06-22 04:00:00,10,20,0.49,medium
OCC003990,FAC0063,Restroom 1,restroom,T2,2026-06-22 05:00:00,12,20,0.59,medium
OCC003991,FAC0063,Restroom 1,restroom,T2,2026-06-22 06:00:00,12,20,0.61,medium
OCC003992,FAC0063,Restroom 1,restroom,T2,2026-06-22 07:00:00,17,20,0.87,high
OCC003993,FAC0063,Restroom 1,restroom,T2,2026-06-22 08:00:00,16,20,0.81,high
OCC003994,FAC0063,Restroom 1,restroom,T2,2026-06-22 09:00:00,17,20,0.87,high
OCC003995,FAC0063,Restroom 1,restroom,T2,2026-06-22 10:00:00,14,20,0.71,medium
OCC003996,FAC0063,Restroom 1,restroom,T2,2026-06-22 11:00:00,13,20,0.65,medium
OCC003997,FAC0063,Restroom 1,restroom,T2,2026-06-22 12:00:00,9,20,0.45,medium
OCC003998,FAC0063,Restroom 1,restroom,T2,2026-06-22 13:00:00,8,20,0.42,medium
OCC003999,FAC0063,Restroom 1,restroom,T2,2026-06-22 14:00:00,11,20,0.57,medium
OCC004000,FAC0063,Restroom 1,restroom,T2,2026-06-22 15:00:00,12,20,0.59,medium
OCC004001,FAC0063,Restroom 1,restroom,T2,2026-06-22 16:00:00,16,20,0.78,high
OCC004002,FAC0063,Restroom 1,restroom,T2,2026-06-22 17:00:00,16,20,0.78,high
OCC004003,FAC0063,Restroom 1,restroom,T2,2026-06-22 18:00:00,19,20,0.94,high
OCC004004,FAC0063,Restroom 1,restroom,T2,2026-06-22 19:00:00,16,20,0.79,high
OCC004005,FAC0063,Restroom 1,restroom,T2,2026-06-22 20:00:00,11,20,0.55,medium
OCC004006,FAC0063,Restroom 1,restroom,T2,2026-06-22 21:00:00,13,20,0.66,medium
OCC004007,FAC0063,Restroom 1,restroom,T2,2026-06-22 22:00:00,11,20,0.54,medium
OCC004008,FAC0063,Restroom 1,restroom,T2,2026-06-22 23:00:00,9,20,0.43,medium
OCC004009,FAC0063,Restroom 1,restroom,T2,2026-06-23 00:00:00,7,20,0.36,low
OCC004010,FAC0063,Restroom 1,restroom,T2,2026-06-23 01:00:00,9,20,0.43,medium
OCC004011,FAC0063,Restroom 1,restroom,T2,2026-06-23 02:00:00,9,20,0.44,medium
OCC004012,FAC0063,Restroom 1,restroom,T2,2026-06-23 03:00:00,7,20,0.35,low
OCC004013,FAC0063,Restroom 1,restroom,T2,2026-06-23 04:00:00,10,20,0.52,medium
OCC004014,FAC0063,Restroom 1,restroom,T2,2026-06-23 05:00:00,13,20,0.65,medium
OCC004015,FAC0063,Restroom 1,restroom,T2,2026-06-23 06:00:00,13,20,0.63,medium
